full_word,sentence_word_index,total_word_index
Mr. Micawber,12,133247
Uriah Heep,26,133310
Uriah,35,133319
Mr. Micawber,23,133307
Micawber,0,133332
Uriah,10,133342
Mr. Micawber,33,133377
Uriah,43,133387
Heep,23,133422
Copperfield,13,133412
Heep,0,133399
Micawber,18,133417
Micawber,8,133489
Mr. Micawber,7,133488
Uriah,17,133525
Micawber,6,133544
Micawber,0,133555
Micawber,0,133631
Micawber,1,133645
Micawber,0,133697
Micawber,0,133733
Micawber,19,133801
Micawber,0,133782
Micawber,6,133862
Micawber,0,133871
Willie Waught,34,133921
Micawber,13,133953
Copperfield,23,134153
Copperfield,4,134231
Mr. Micawber,14,134298
Micawber,15,134299
Micawber,5,134327
Micawber,0,134322
Micawber,0,134339
Steerforth,11,134695
Doctor Strong,11,134718
Shepherd,3,134746
Shepherd,1,134753
Misses Nettingalls,7,134759
Miss Shepherd,7,134823
Shepherd,7,134833
Fate,18,134893
Shepherd,9,134884
Miss Shepherd,2,134915
Shepherd,1,134954
Shepherd,11,135040
Master Jones,22,135153
Jones,26,135157
Misses Nettingalls,9,135184
Shepherd,1,135192
Misses Nettingalls,11,135276
Strong,1,135345
Mr. Dick,0,135357
Strong,12,135484
Adams,7,135967
Adams,0,135993
Doctor Strong,18,136011
Adams,0,136027
Wickfield,12,136238
Larkins,5,136403
Larkins,3,136408
Larkins,13,136445
Miss Larkins,2,136434
Larkins,3,136435
Larkins,4,136465
Larkins,3,136483
Larkins,20,136591
Miss Larkins,18,136624
Race Ball,10,136616
Larkins,12,136701
Mr. Larkins,0,136720
Larkins,15,136820
Larkins,42,136883
Larkins,21,137018
Larkins,11,137083
Strong,19,137167
Miss Larkins,30,137237
SHE,21,137266
Bailey,9,137525
Miss Larkins,5,137555
Larkins,6,137556
I,0,137633
Miss Larkins,30,137663
Chestle,11,137838
Chestle,11,137906
Miss Larkins,5,137927
Larkins,6,137928
Agnes,21,138017
Trotwood,17,138013
Mr. Chestle,1,138103
Miss Larkins,26,138149
Doctor,14,138290
Dick,1,138653
David,27,139266
David,43,139282
Mr. Dick,19,139258
Trot,3,139365
Mr. Dick,37,139564
", Trotwood",47,139574
Trotwood,48,139575
Wickfield,15,139798
Mr. Wickfield,14,139797
Agnes,12,139795
Doctor,35,139818
Agnes,23,140039
Agnes,16,140248
Papa,7,140414
Mr. Wickfield,44,141089
Mr. Wickfield,47,141170
Doctor,25,141148
Annie,43,141166
Agnes,0,141182
Jack Maldon,14,141247
Jack,29,141262
Doctor,20,141253
Markleham,0,141267
Annie,0,141324
Mr. Wickfield,38,141455
Mr. Wickfield,7,141424
Wickfield,8,141425
Mr. Maldon,0,141417
Old Soldier,50,141467
Old Soldier,16,141433
Mr. Wickfield,39,141537
Old Soldier,8,141506
Jack Maldon,15,141565
Markleham,0,141550
Wickfield,17,141749
Mr. Wickfield,16,141748
Doctor,19,141841
Jack Maldon,2,141924
Annie,6,142085
Wickfield,5,142101
Jack Maldon,5,142159
Doctor,23,142207
Doctor,12,142196
Markleham,0,142184
Annie,5,142268
Doctor Strong,10,142371
Maldon,9,142474
Annie,3,142468
Doctor,37,142729
Long,0,142692
Agnes,0,142746
Agnes,3,142828
Mr. Maldon,18,142855
Agnes,33,143015
Agnes,9,142991
Agnes,13,143318
Agnes,4,143430
William,4,143790
William,1,143846
Julius Caesar,22,145220
Steerforth,17,145774
Copperfield,14,145834
God,3,145823
Copperfield,9,146113
Steerforth,10,146273
Davy,18,146281
Steerforth,7,146270
Steerforth,16,146528
Steerforth,14,146978
Steerforth,10,147203
Steerforth,54,147325
Steerforth,15,147286
Daisy,4,147580
Steerforth,8,147584
Steerforth,9,147725
Steerforth,9,148208
Rosa,15,148214
Steerforth,0,148231
Steerforth,0,148272
Oh,29,148301
Miss Dartle,22,148294
Rosa,32,148359
", Rosa",31,148358
Steerforth,0,148363
Miss Dartle,18,148381
Dartle,10,148572
Steerforth,0,148562
Steerforth,21,148688
Steerforth,16,148877
Steerforth,7,149014
Steerforth,0,149853
All,0,149923
Creakle,18,149987
God,9,150133
Mr. Copperfield,14,150422
Steerforth,0,150607
Steerforth,18,150640
Daisy,11,150694
Mr. Copperfield,24,150707
Steerforth,0,150820
Steerforth,0,150824
Traddles,18,150842
Steerforth,0,150858
Littimer,8,151565
Tom,7,151580
Peter,0,151573
Littimer,11,151584
Littimer,0,151657
Steerforth,14,151867
Steerforth,2,151855
Steerforth,43,152040
Steerforth,0,152046
Dartle,6,152052
Steerforth,7,152086
Steerforth,7,152105
Littimer,32,152160
Steerforth,8,152136
Littimer,9,152495
Miss Dartle,2,152563
Steerforth,0,152561
Littimer,6,152588
Dolphin,24,152726
Steerforth,0,152741
Daisy,16,152841
Steerforth,17,152964
Steerforth,15,153180
Omer,18,153362
Mr. Omer,17,153361
Minnie,7,153470
Minnie,9,153472
Minnie,26,153553
Mr. Omer,13,153626
Mr. Omer,41,153654
Mr. Omer,2,153676
Mr. Omer,27,153770
Mr. Omer,25,153850
Minnie,47,153872
Joram,0,153825
Mr. Omer,32,153912
Mr. Omer,11,154042
Mr. Omer,53,154084
Omer,0,154204
And Joram,13,154217
Peggotty,21,154280
Barkis,14,154273
Mr. Omer,10,154269
Mr. Omer,39,154335
Mr. Omer,55,154408
Em’ly,48,154401
Mr. Omer,43,154461
Minnie,35,154453
Mr. Omer,26,154561
Mr. Omer,3,154844
Mr. Omer,26,154867
Minnie,10,154976
Mr. Omer,22,155009
Joram,0,154987
Em’ly,1,155171
Omer,12,155194
Mr. Omer,19,155458
Peggotty,38,155477
Mr. Barkis,23,155552
Peggotty,51,155580
Peggotty,25,155701
Barkis,32,155966
Barkis,8,156230
Barkis,19,156336
Barkis,35,156352
Barkis,23,156412
Mr. Barkis,53,156485
Mr. Barkis,32,156464
Mr. Barkis,12,156444
Barkis,33,156465
Barkis,10,156509
Mr. Barkis,9,156508
Barkis,24,156634
Mr. David,3,156647
Peggotty,28,156772
Steerforth,4,156888
Barkis,4,157067
Steerforth,10,157690
Gummidge,0,157745
Em’ly,30,157837
Peggotty,26,157882
Gummidge,0,157926
Mr. Peggotty,14,157975
Ham,26,157987
Peggotty,5,158246
Ham,16,158363
Em’ly,0,158425
Mawther,10,158461
Gummidge,0,158469
Steerforth,26,158543
Steerforth,13,158530
Peggotty,15,158584
Steerforth,17,158705
Missis Gummidge,18,158836
Peggotty,32,158850
Mr. Peggotty,31,158849
Em’ly,12,159104
Em’ly,5,159302
Em’ly,1,159597
Mr. Peggotty,15,159713
Missis Gummidge,23,159778
Then Missis Gummidge,22,159777
Ham,42,159836
Ham,2,160040
Peggotty,10,160073
Daisy,7,160279
Ham,12,160377
Em’ly,3,160368
Steerforth,27,160407
Peggotty,1,160427
Steerforth,7,160632
Peggotty,19,160741
Gummidge,0,160722
Ham,25,160905
Steerforth,42,161195
Daisy,30,161369
Steerforth,9,161348
And,0,161339
Mr. Peggotty,13,161395
Steerforth,8,161422
Peggotty,3,161501
Mr. Peggotty,17,161576
The Willing Mind,25,161584
Peggotty,9,161922
Steerforth,12,162354
Steerforth,6,162436
Peggotty,12,162442
Steerforth,0,162541
Gummidge,0,163625
Steerforth,0,163692
Gummidge,0,163699
David,11,163903
", Steerforth",33,164111
Steerforth,34,164112
", Steerforth",51,164217
Steerforth,52,164218
Steerforth,1,164408
Littimer,8,164415
Steerforth,28,164576
Stormy Petrel,4,164601
Ham,6,164741
Steerforth,23,164882
Steerforth,10,164931
Littimer,0,165339
Steerforth,0,165360
Steerforth,22,165666
Miss Mowcher,5,165747
Mowcher,6,165748
Steerforth,8,166119
Steerforth,26,166337
Lady Mithers,30,166456
THERE ’S,36,166462
Mowcher,14,166709
Mowcher,19,166714
Mr. Copperfield,25,166892
Miss Mowcher,59,166926
Steerforth,10,166877
Steerforth,30,166897
Who,18,166885
Miss Mowcher,48,167023
Mr. Copperfield,6,166981
Steerforth,19,167327
Mowcher,1,167330
Mowcher,2,167496
Steerforth,0,167586
Steerforth,33,168034
Steerforth,24,168145
Steerforth,6,168235
Miss Mowcher,14,168243
Dowager,1,168506
SHE,2,168533
Mowcher,28,168624
Steerforth,3,168829
Mowcher,34,168962
Emily,14,169034
Aha,18,169038
Copperfield,7,169057
Mr. Copperfield,6,169056
Mowcher,7,169194
She,0,169187
Omer,19,169206
Omer,0,169226
Joram,2,169228
Peggotty,13,169281
Emily,20,169551
Mr. Copperfield,28,169671
Steerforth,51,169694
Daisy,47,169690
Ned Beadwood,8,170098
Ned,10,170135
Mr. Copperfield,4,170178
Steerforth,0,170310
Steerforth,19,170580
Bob,28,170589
Ham,15,170613
Em’ly,35,170633
Barkis,9,170607
Ham,53,170817
Mas’r Davy,48,170812
Ham,27,170863
Ham,47,170883
Mas’r Davy,12,170959
Em’ly,2,170976
Em’ly,8,170982
Martha,11,170985
Christ,12,171125
Em’ly,12,171149
Peggotty,6,171523
Em’ly,11,171648
Peggotty,0,171716
Em’ly,3,171724
Ham,12,171770
Martha,5,171763
Ham,28,171786
Ham,15,171901
Em’ly,15,171966
Peggotty,9,171989
Martha,22,172002
Martha,29,172178
Martha,1,172234
Ham,36,172339
Ham,1,172422
Peggotty,8,172742
Martha,30,173180
Em’ly,21,173171
Mr. DICK,2,173152
Steerforth,29,173213
Steerforth,8,173368
Peggotty,0,173470
Steerforth,23,173620
Littimer,0,173651
Steerforth,2,173751
David,34,173783
Edwards,14,174287
Sarah Jane,32,174420
Mr. Peggotty,37,174425
David,16,174667
Daisy,0,174819
Janet,5,175216
Miss Murdstone,34,175348
Janet,26,175390
Dick,8,176247
Dick,10,176259
Betsey Trotwood,18,176355
Trot,6,176389
Good Heaven,9,176964
Spenlow,40,177616
Mr. Spenlow,45,177621
Libels,24,177743
Punch,26,178138
Trotwood,5,178117
Trotwood,1,178147
Mr. Spenlow,37,178382
Stamp,27,178372
Mr. Jorkins,0,178345
Jorkins,22,178428
Jorkins,7,178413
Jorkins,1,178577
Jorkins,16,178592
Jorkins,9,178647
Spenlow,38,178694
Jorkins,41,178697
Spenlow,8,178711
Jorkins,20,178723
Spenlow,8,178818
Crupp,0,179739
Crupp,0,179758
Crupp,0,179777
Crupp,0,179832
Crupp,0,179867
Crupp,0,180033
Crupp,0,180073
Crupp,0,180157
Crupp,0,180189
Crupp,0,180261
Crupp,0,180280
Janet,24,180491
Crupp,0,180671
Agnes,2,180800
Crupp,0,180820
Steerforth,0,180905
Steerforth,0,180938
Steerforth,57,181258
Steerforth,25,181226
Steerforth,12,181213
Crupp,0,181655
Crupp,0,181797
Crupp,0,181823
Crupp,0,181850
Crupp,0,181876
Crupp,0,181937
Crupp,0,181959
Crupp,0,182042
Crupp,0,182080
Walking along the Strand,0,182096
Steerforth,26,182186
Crupp,0,182160
Crupp,0,182265
Steerforth,2,182280
Grainger,7,182285
Markham,12,182290
Grainger,9,182301
Markham,16,182308
Steerforth,14,182306
Steerforth,24,182457
Crupp,0,182725
I,0,182786
Steerforth,14,182800
Grainger,10,182847
Steerforth,2,182905
God,12,182978
Hurrah,16,182982
Steerforth,10,182976
Markham,0,183049
Grainger,2,183149
Steerforth,0,183147
Steerforth,0,183268
Betsey Trotwood,1,183347
Copperfield,6,183394
Steerforth,12,183593
Copperfield,5,183631
Steerforth,0,183694
Agnes,27,184207
Crupp,0,184815
Crupp,0,184818
Crupp,0,184841
Copperfield,0,184990
Agnes,21,185030
Copperfield,0,185040
Waterbrook,12,185170
Agnes,13,185267
Agnes,11,185301
Markham,30,185320
Shakespeare,5,185295
Agnes,10,185375
Waterbrook,5,185566
Agnes,16,185614
Agnes,20,185820
Trotwood,30,185830
Agnes,28,185984
Agnes,3,185959
Trotwood,19,185975
Agnes,13,186622
Agnes,27,187058
Agnes,12,187384
Papa,0,187498
Agnes,12,187555
Trotwood,19,187562
Agnes,21,187865
Agnes,35,187879
Do n’t,26,187870
Agnes,46,187960
Uriah,16,187982
Trotwood,10,187976
Agnes,12,188040
Waterbrook,0,188056
Waterbrook,0,188166
Uriah,14,188248
Mr. Waterbrook,2,188384
Waterbrook,0,188448
Uriah Heep,2,188576
Tommy,23,188832
Henry Spiker,47,188881
Mr. Waterbrook,5,188839
Mr. Waterbrook,30,188864
Traddles,20,188993
Traddles,0,188973
Traddles,54,189027
Traddles,4,189035
Henry Spiker,0,189054
Henry Spiker,0,189074
Mr. Traddles,34,189108
Traddles,41,189115
Copperfield,6,189080
Mr. Waterbrook,45,189119
Waterbrook,46,189120
Traddles,0,189230
Traddles,7,189271
Waterbrook,17,189309
Mr. Waterbrook,16,189308
Hamlet,5,189423
Henry Spiker,1,189428
Agnes,0,189434
Traddles,2,189457
Uriah,0,189455
Hamlet,31,189569
Traddles,0,189538
Waterbrook,0,189591
Hamlet,5,189704
Blood,16,189750
Henry Spiker,10,190188
Spiker,19,190246
Gulpidge,51,190278
", Spiker",18,190245
Gulpidge,24,190251
Spiker,39,190266
Gulpidge,29,190309
Gulpidge,46,190326
Spiker,40,190320
Spiker,1,190281
Mr. Spiker,48,190389
Mr. Spiker,13,190354
Mr. Gulpidge,27,190368
So,33,190438
Gulpidge,44,190449
Waterbrook,1,190461
Spiker,1,190550
Spiker,9,190606
Agnes,9,190666
Steerforth,9,190764
Agnes,23,190778
Agnes,1,190786
Waterbrook,9,190923
Uriah,16,191007
Guy Fawkes,28,191066
Master Copperfield,45,191117
Agnes,16,191088
Oh,41,191113
Uriah,6,191078
Uriah,14,191190
Agnes,0,191318
Wickfield,2,191822
Uriah,7,191898
Mister Copperfield,2,191893
Wickfield,14,191992
Mister Copperfield,8,192010
Mister Copperfield,19,192051
Uriah,24,192056
Wickfield,10,192542
Uriah,25,192557
Mr. Wickfield,21,192620
Master Copperfield,33,192632
Copperfield,34,192633
Uriah,9,192651
Wickfield,1,192781
Master Copperfield,12,192932
Master Copperfield,19,192989
Master Copperfield,7,193245
Master Copperfield,8,193779
Master Copperfield,13,194049
Master Copperfield,41,194168
Crupp,0,194891
Uriah Heep,9,194928
Agnes,16,194935
Agnes,14,195041
Agnes,24,195119
Agnes,1,195439
Steerforth,11,195564
Spenlow,4,195658
Jorkins,6,195660
Spenlow,1,196010
Spenlow,11,196128
Tiffey,11,196166
Spenlow,10,196462
Spenlow,3,196596
Delegates,2,196694
Spenlow,46,197041
Mr. Spenlow,45,197040
Spenlow,31,197125
Mr. Spenlow,43,197328
Spenlow,7,197340
Here Miss Spenlow,45,197417
Where,53,197475
Spenlow,61,197483
Mr. Spenlow,60,197482
Miss Dora,55,197477
Dora,3,197549
Spenlow,16,197562
Mr. Spenlow,15,197561
Dora Spenlow,2,197605
Dora,8,197725
Copperfield,0,197717
Murdstone,7,197734
Dora Spenlow,11,197772
Murdstone,10,197790
Dora,36,197974
Spenlow,16,197954
Mr. Spenlow,15,197953
Miss Murdstone,6,197944
Spenlow,12,198094
Dora,0,198231
Spenlow,10,198294
Dora,9,198373
Dora,13,198388
Miss Murdstone,8,198478
Murdstone,9,198479
Dora,24,198570
Murdstone,9,199035
Murdstone,11,199084
Jip,16,199388
Gipsy,20,199392
Jip,12,200355
Murdstone,1,200715
Dora,22,200744
Dora,3,200752
Dora,9,200781
Dora,4,200834
Murdstone,1,200831
Dora,6,200858
Dora,23,201266
Dora,31,201403
Dora,15,201513
Murdstone,21,201627
Spenlow,16,201696
Crupp,0,201712
Mr. Spenlow,41,201753
Agnes,33,201745
Crupp,0,201773
Crupp,0,201921
Crupp,0,201962
Crupp,0,202001
Crupp,0,202019
Crupp,0,202044
Crupp,0,202068
Copperfull,11,202106
Copperfull,7,202179
Crupp,0,202172
Crupp,0,202184
Crupp,0,202205
Copperfull,21,202249
Crupp,0,202254
Crupp,0,202313
Crupp,0,202324
Crupp,0,202432
Crupp,0,202469
Crupp,0,202498
Crupp,0,202540
Copperfull,8,202584
Crupp,0,202625
Crupp,0,202661
Crupp,0,202715
Micawber,0,203042
Micawber,0,203121
Copperfield,2,204141
Traddles,9,204148
Waterbrook,40,204221
Old Creakle,0,204571
Traddles,26,204597
Yawler,23,204902
Copperfield,9,204997
Yawler,0,205040
Waterbrook,13,205053
Copperfield,7,205127
Copperfield,2,205321
Dora,14,205367
Traddles,26,205379
Micawber,0,206030
Traddles,33,206063
Traddles,18,206048
Traddles,2,206148
Mr. Micawber,10,206167
Mr. Traddles,58,206215
Micawber,25,206295
Micawber,14,206284
Copperfield,32,206431
But,0,206399
Good Heaven,47,206446
Is,21,206420
Mr. Traddles,50,206449
Micawber,0,206455
"Doctor , Copperfield",13,206555
Micawber,56,206598
Mr. Micawber,55,206597
Mr. Micawber,19,206561
Micawber,1,206665
Micawber,0,206706
Micawber,28,206734
Copperfield,23,206729
Traddles,34,206740
Copperfield,16,206964
Micawber,0,206948
Micawber,1,207124
Micawber,0,207166
Micawber,0,207180
Traddles,3,207198
Micawber,0,207204
Micawber,0,207419
Copperfield,7,207428
Traddles,1,207521
Micawber,0,207578
MICAWBER,1,207648
Crupp,0,207934
Crupp,0,207965
Crupp,0,208176
Micawber,16,208334
Micawber,0,208363
Micawber,0,208386
Micawber,1,208419
Micawber,0,208439
Micawber,0,208459
Micawber,0,208476
Micawber,30,208506
Copperfield,40,208516
Micawber,45,208521
Micawber,0,208552
Copperfield,25,208577
Micawber,0,208582
Mr. Micawber,19,208601
Micawber,20,208602
Micawber,12,208690
Micawber,46,208802
Minion of Power,15,208771
Micawber,0,208806
Mr. Micawber,11,208858
Micawber,34,208927
Crupp,0,209062
Micawber,16,209450
Micawber,12,209518
Micawber,0,209524
Dora,13,209693
Traddles,0,209725
Littimer,13,209820
Steerforth,16,210013
Micawber,0,210080
Traddles,0,210093
Mr. Steerforth,36,210373
Mr. Steerforth,18,210355
Traddles,28,210493
Copperfield,7,210941
Micawber,12,211040
Micawber,0,211115
Mr. Copperfield,29,211144
Micawber,26,211176
Micawber,0,211150
Micawber,11,211197
Micawber,0,211186
Micawber,0,211246
Micawber,16,211262
Mr. Micawber,23,211333
Micawber,0,211381
Micawber,37,211418
Mr. Micawber,36,211417
Copperfield,15,211508
Micawber,0,211513
Micawber,17,211530
Micawber,7,211634
Micawber,22,211649
Hem ! Really,12,211639
Micawber,22,211683
Copperfield,18,211679
Micawber,0,211661
Micawber,22,211716
Micawber,13,211748
Micawber,29,211802
Micawber,12,211826
Micawber,0,211988
Copperfield,8,212004
Mr. Copperfield,7,212003
Mr. Micawber,14,212036
Micawber,15,212037
Traddles,14,212082
Micawber,0,212096
Micawber,23,212128
Micawber,3,212108
Micawber,46,212187
Micawber,3,212144
Traddles,32,212173
And,42,212183
Copperfield,8,212232
Micawber,0,212237
Micawber,8,212245
Micawber,0,212288
Micawber,0,212491
Micawber,25,212516
Copperfield,15,212506
Traddles,27,212598
Micawber,10,212686
Micawber,0,212676
Micawber,9,212722
Micawber,0,212808
Traddles,0,212819
Micawber,0,212845
Micawber,34,212879
Mr. Copperfield,6,212890
Mr. Traddles,14,212898
Micawber,46,212930
Mr. Micawber,45,212929
Micawber,9,212943
Micawber,0,213098
Micawber,10,213151
Traddles,2,213160
Micawber,1,213163
Micawber,0,213255
Micawber,1,213313
Traddles,8,213320
Micawber,17,213339
Traddles,2,213324
Traddles,28,213385
Traddles,11,213368
Micawber,1,213391
Micawber,13,213444
Mr. Micawber,12,213443
Copperfield,8,213478
Copperfield,25,213495
Mr. Micawber,48,213549
Micawber,0,214042
Micawber,0,214126
Micawber,1,214148
Traddles,6,214153
Micawber,20,214202
Micawber,3,214473
Micawber,14,214484
Traddles,0,214505
Mr. Micawber,20,214578
Traddles,7,214604
Steerforth,33,214643
Agnes,5,214651
Daisy,25,214945
Steerforth,14,214934
Micawber,22,215033
Steerforth,26,215122
Traddles,38,215134
Traddles,11,215107
Steerforth,27,215206
Traddles,13,215192
Emily,4,215572
Why,44,215656
Steerforth,0,215679
Steerforth,9,216301
Micawber,10,216893
Copperfield,1,216976
Crushed,16,216991
Thomas Traddles,6,217186
Traddles,7,217313
WILKINS MICAWBER,2,217308
Jorkins,2,217450
Spenlow,19,217625
Bullock,0,217606
Spenlow,30,217716
Rosa Dartle,10,217740
Steerforth,0,217730
Steerforth,4,218005
Steerforth,11,218971
Steerforth,0,218960
Rosa Dartle,21,219119
Rosa,7,219176
Rosa,42,219422
James,32,219412
Steerforth,0,219380
Rosa,27,219530
Steerforth,0,219503
Rosa,30,219701
Steerforth,15,219853
Daisy,2,220220
Rosa,6,220236
Rosa,33,220520
Steerforth,15,220748
Steerforth,23,220917
Mr. Omer,41,221398
Omer,11,221433
Mr. Barkis,41,221486
Mr. Omer,44,221536
Mr. Omer,0,221492
Omer,27,221628
Mr. Omer,26,221627
Omer,20,221660
Omer,44,221684
Omer,36,221729
Omer,1,221694
Mr. Omer,0,221693
Barkis,4,221739
Mr. Omer,22,221780
Mr. Omer,49,221807
Omer,25,221914
Mr. Omer,11,222106
Mr. Omer,19,222331
Mr. Omer,6,222403
Mr. Omer,9,222575
Mr. Omer,48,222684
Omer,19,222838
Joram,21,222840
Barkis,0,223244
Mr. Omer,26,223285
Minnie,22,223360
Martha,4,223427
Minnie,10,223483
Mr. Omer,7,223505
Hall,3,223597
Chillip,7,223619
Peggotty,7,223637
Omer,6,223657
Mr. Barkis,15,223679
Peggotty,10,223698
Peggotty,4,223718
Peggotty,5,223760
Emily,1,223776
Ham,0,223790
Mr. Peggotty,14,223881
Mas’r Davy,38,223905
Mas’r Davy,23,223890
Ham,4,223871
Peggotty,0,223989
Peggotty,2,224073
Moppet,15,224155
Mr. Peggotty,25,224199
Ham,17,224366
Em’ly,5,224354
Mr. Peggotty,39,224566
Mas’r Davy,34,224561
Peggotty,0,224756
Peggotty,23,225120
Peggotty,32,225347
Peggotty,1,225316
Peggotty,24,225376
Master Davy,19,225371
Barkis,0,225352
Barkis,22,225591
Mr. Barkis,35,225711
Mr. Barkis,23,225812
Barkis,6,225835
Peggotty,11,225985
All,0,225974
Emily,5,226153
Mr. Omer,37,226274
Emily,1,226444
Mr. Omer,7,226450
Emily,3,226469
Ham,0,226466
Ferry,15,226578
Peggotty,7,226637
Peggotty,1,226681
Emily,17,226715
Peggotty,6,226727
Mr. Peggotty,34,226836
Mas’r Davy,29,226831
Gummidge,0,226802
Peggotty,31,226893
Peggotty,1,226863
Gummidge,0,227078
Dan’l,25,227158
Peggotty,24,227187
Nothink,3,227166
Dan’l,35,227198
Gummidge,0,227163
Peggotty,23,227251
Peggotty,9,227353
Peggotty,37,227405
Gummidge,0,227368
Missis Gummidge,46,227414
Peggotty,8,227499
Theer,7,227520
Em’ly,4,227517
Peggotty,16,227642
Mr. Peggotty,24,227704
Peggotty,19,227806
Peggotty,34,228185
Wheer,27,228178
Ham,0,228187
Mr. Peggotty,0,228201
Em’ly,49,228250
Ham,26,228227
Oh,18,228321
Mas’r Davy,10,228564
Mas’r Davy ?,10,228564
Peggotty,1,228598
Ham,32,228661
Mr. Peggotty,37,228666
God,0,229060
Ham,0,229187
Peggotty,1,229193
Ham,29,229452
Ham,7,229552
Em’ly,7,229581
Steerforth,19,229674
Dan’l,17,229989
Gummidge,0,229972
Dan’l,10,230007
Steerforth,11,230202
Peggotty,8,230730
Steerforth,13,230909
Peggotty,30,230926
Ham,12,231059
Mr. Peggotty,13,231097
Ham,7,231467
Gummidge,0,231789
Peggotty,8,231927
Dan’l,21,231967
Mas’r Davy,26,232017
Dan’l,26,232130
Gummidge,0,232104
Gummidge,0,232178
Peggotty,19,232561
Gummidge,0,232579
Omer,22,232612
Mr. Omer,0,232616
Joram,0,232716
Joram,0,232851
Minnie,5,232878
Em’ly,21,232894
Em’ly,0,232966
Joram,0,232987
Peggotty,6,233032
Peggotty,17,233075
Miss Mowcher,7,233281
Miss Mowcher,8,233402
Miss Mowcher,30,233570
Pray,26,233566
Miss Mowcher,51,233591
Little Mowcher,0,234091
Miss Mowcher,29,234451
Steerforth,4,234426
Old Guilt,31,234732
Young Innocence,15,234716
Steerforth,2,234795
Mowcher,7,235745
Peggotty,8,235912
Ham,16,235949
Ham,2,235935
Mas’r Davy,12,235945
Gummidge,0,235933
Mas’r Davy,11,236041
Ham,30,236060
Mas’r Davy,9,236086
Mr. Peggotty,30,236281
Peggotty,31,236282
Gummidge,0,236346
Peggotty,21,236475
Crupp,0,236557
Crupp,0,236618
Peggotty,1,236642
Steerforth,0,236670
Littimer,1,236862
Steerforth,0,236897
Rosa Dartle,0,236902
Peggotty,6,237044
Rosa Dartle,0,237060
Peggotty,4,237083
Mr. Peggotty,47,237248
Mr. Peggotty,21,237322
Mr. Peggotty,44,237345
All,0,237462
God,10,237606
Rosa,33,237916
Miss Dartle,8,237891
James Steerforth,65,238833
Miss Dartle,46,238814
Mr. Peggotty,7,238955
Miss Dartle,28,238976
Peggotty,4,239242
Peggotty,20,239499
Davy,0,239615
Dora,10,239942
Dora,20,239993
Peggotty,0,240385
Peggotty,37,240491
Mr. Spenlow,28,240482
Dora,38,240589
Spenlow,10,241091
Peggotty,4,241085
Barkis,18,241099
Peggotty,2,241114
Peggotty,1,241197
Peggotty,17,241278
Peggotty,19,241383
Mr. Spenlow,44,241615
Spenlow,11,241633
Spenlow,50,241672
Mr. Murdstone,11,241816
Mr. Spenlow,0,241805
Peggotty,13,241915
Trotwood,21,241923
Copperfield,14,241960
Spenlow,56,242025
Mr. Spenlow,55,242024
Spenlow,19,242102
Spenlow,26,242137
Mr. Spenlow,25,242136
Peggotty,51,242162
Just,19,242130
Tiffey,14,242178
Spenlow,12,242197
Old Tiffey,0,242185
Peggotty,35,242341
Tiffey,41,242347
Thomas Benjamin,6,242415
Thomas,16,242425
Benjamin,21,242430
Spenlow,2,242546
Spenlow,1,242747
Dora,23,242776
Spenlow,1,243208
Mr. Spenlow,0,243554
Spenlow,12,243591
Dora,19,243598
Dora,17,243775
Dora,6,243818
Mills,4,243960
Julia,4,243966
Dora,1,243963
Dora,6,243974
Jip,4,243980
Jip,9,243985
Dora,31,244040
Mr. Copperfield,22,244031
Dora,7,244143
Jip,12,244148
Jip,1,244153
Jip,11,244173
Dora,1,244163
Jip,1,244180
Jip,26,244225
Then Dora,0,244199
Copperfield,15,244247
Dora,19,244251
Murdstone,26,244258
Miss Mills,0,244311
Mills,17,244464
Miss Mills,16,244463
And Miss Mills,28,244533
Look,19,244524
And,55,244560
Dora,11,244516
Jip,15,244659
Spenlow,7,244746
Dora,11,244772
Mills,5,244852
Red Whisker,0,245039
Dora,0,245080
Red Whisker,0,245103
Dora,0,245268
Dora,2,245298
Dora,28,245423
Mr. Copperfield,36,245431
Miss Mills,41,245436
Mills,6,245532
Dora,15,245758
Red Whisker,0,245743
Crupp,0,245881
Spenlow,1,245999
Dora,12,246057
Dora,33,246245
Miss Mills,21,246233
Miss Mills,29,246293
Miss Mills,36,246300
Mr. Spenlow,32,246565
Dora,5,246538
Dora,14,246650
Dora,15,246680
Dora,28,246716
Mills,5,246865
Mills,10,246885
Dora,12,246887
Jip,0,246890
Dora,24,246918
Mills,1,246895
Mills,1,247015
Dora,31,247076
Dora,44,247141
Dora,7,247336
Jip,0,247378
Dora,2,247410
Jip,0,247455
Dora,1,247463
Dora,2,247506
Dora,31,247599
Jip,7,247608
Dora,4,247630
Jip,20,247646
Dora,0,247673
Dora,7,247700
Spenlow,8,247753
Dora,8,247784
Mills,1,247777
Cloister,28,247844
Miss Mills,26,248182
Miss Mills,6,248162
Love,13,248254
Miss Mills,26,248267
Agnes,7,248342
Dora,11,248346
Dora,24,248376
Agnes,2,248381
Agnes,6,248443
Dora,18,248560
Agnes,9,248692
So Peggotty,0,248782
God,31,248813
Traddles,9,248834
Crupp,0,248852
Peggotty,14,248866
Crupp,0,249079
Peggotty,18,249201
Crupp,0,249183
Traddles,18,249313
Traddles,13,249383
Copperfield,9,249520
Copperfield,5,249561
Sarah,25,249885
Sophy,0,249860
